Shape,Carat,Color,Clarity,Cut,Depth,Table,Polish,Symmetry,Measurement,Lab Certification,Price
Round,0.40,F,SI1,Good,66.2,58,Excellent,Excellent,4.54X4.52X3.00,GIA,US$803
Round,0.40,H,VS1,Excellent,60.2,59,Excellent,Excellent,4.78X4.77X2.88,GIA,US$1,168
Round,0.40,E,SI1,Excellent,61.8,59,Excellent,Excellent,4.72X4.71X2.91,GIA,US$1,016
Round,0.40,G,VS2,Excellent,61.9,59,Excellent,Excellent,4.73X4.72X2.93,GIA,US$1,200
Round,0.40,G,VS2,Excellent,62,59,Excellent,Excellent,4.74X4.71X2.93,GIA,US$1,200
Round,0.40,H,VS2,Good,63.6,59,Very Good,Very Good,4.62X4.58X2.93,GIA,US$1,008
Round,0.40,G,VS2,Very good,63.6,56,Very Good,Excellent,4.65X4.64X2.95,GIA,US$1,088
Round,0.40,G,VS2,Very good,63.7,56,Excellent,Excellent,4.65X4.66X2.97,GIA,US$1,088
Round,0.40,E,VS2,Very good,64.1,56,Very Good,Very Good,4.64X4.62X2.97,GIA,US$1,123
Round,0.40,G,VS2,Very good,64.5,56,Excellent,Very Good,4.62X4.58X2.97,GIA,US$1,088
Round,0.40,F,SI1,Good,65.2,56,Excellent,Excellent,4.60X4.57X2.99,GIA,US$845
Round,0.42,F,SI1,Excellent,61.6,56,Excellent,Excellent,4.83X4.86X2.99,GIA,US$1,064
Round,0.42,F,SI1,Excellent,61.5,57,Excellent,Excellent,4.81X4.83X2.97,GIA,US$1,064
Round,0.42,F,VS2,Excellent,61.7,57,Excellent,Excellent,4.82X4.83X2.98,GIA,US$1,258
Round,0.42,E,SI1,Excellent,61.8,57,Excellent,Excellent,4.77X4.79X2.95,GIA,US$1,113
Round,0.42,G,VS2,Excellent,62.2,57,Excellent,Excellent,4.79X4.80X2.98,GIA,US$1,260
Round,0.42,G,SI1,Excellent,62.4,57,Excellent,Excellent,4.79X4.77X2.98,GIA,US$1,077
Round,0.41,G,VS1,Excellent,62.4,57,Excellent,Excellent,4.74X4.71X2.95,GIA,US$1,245
Round,0.41,F,SI2,Very good,62.6,57,Excellent,Very Good,4.74X4.70X2.95,GIA,US$760
Round,0.41,G,VS2,Very good,63.5,57,Very Good,Very Good,4.69X4.66X2.97,GIA,US$1,115
Round,0.41,F,VS2,Very good,63.7,57,Excellent,Very Good,4.68X4.66X2.98,GIA,US$1,109
Round,0.41,G,VS2,Very good,64,57,Very Good,Very Good,4.68X4.63X2.98,GIA,US$1,115
Round,0.36,F,SI2,Excellent,61.5,57,Excellent,Excellent,4.61X4.60X2.83,GIA,US$755
Round,0.36,G,VS1,Excellent,62,57,Excellent,Excellent,4.59X4.55X2.83,GIA,US$943
Round,0.43,F,SI1,Excellent,62.3,56,Excellent,Excellent,4.82X4.83X3.01,GIA,US$1,090
Round,0.43,F,SI1,Excellent,61.7,57,Excellent,Excellent,4.83X4.84X2.98,GIA,US$1,090
Round,0.43,F,VS2,Excellent,62.4,57,Excellent,Excellent,4.8X4.82X3.00,GIA,US$1,288
Round,0.43,F,VS2,Excellent,62.1,58,Excellent,Excellent,4.83X4.84X3.00,GIA,US$1,288
Round,0.40,F,VS2,Very good,63.7,59,Very Good,Excellent,4.65X4.61X2.95,GIA,US$1,082
Round,0.40,F,VS2,Very good,63.9,59,Excellent,Excellent,4.63X4.66X2.96,GIA,US$1,082
Round,0.40,F,SI1,Good,65.4,59,Very Good,Excellent,4.58X4.56X2.99,GIA,US$845
Round,0.40,F,VS2,Good,65.8,59,Excellent,Excellent,4.53X4.58X3.00,GIA,US$998
Round,0.40,F,SI1,Good,65.8,59,Excellent,Very Good,4.57X4.56X3.01,GIA,US$845
Round,0.40,H,VS2,Good,66,59,Excellent,Excellent,4.55X4.52X2.99,GIA,US$1,008
Round,0.40,F,VS2,Good,65.6,56,Excellent,Very Good,4.57X4.60X3.01,GIA,US$998
Round,0.40,F,VS2,Good,65.9,56,Excellent,Excellent,4.55X4.53X2.99,GIA,US$998
Round,0.40,G,VS2,Excellent,61.2,57,Very Good,Excellent,4.78X4.75X2.92,GIA,US$1,152
Round,0.40,E,SI1,Very good,62.2,57,Excellent,Excellent,4.72X4.69X2.92,GIA,US$997
Round,0.40,E,SI1,Excellent,62.3,57,Excellent,Excellent,4.72X4.73X2.94,GIA,US$1,016
Round,0.60,E,VS2,Excellent,59.6,60,Excellent,Very Good,5.46X5.49X3.26,GIA,US$2,762
Round,0.80,I,SI1,Excellent,62.9,56,Excellent,Excellent,5.87X5.91X3.71,GIA,US$3,328
Round,0.80,D,SI1,Excellent,62.1,57,Excellent,Very Good,5.87X5.96X3.67,GIA,US$4,800
Round,0.80,I,SI1,Excellent,62.8,57,Excellent,Excellent,5.88X5.92X3.71,GIA,US$3,712
Round,0.80,E,SI2,Very good,63.5,57,Very Good,Very Good,5.81X5.86X3.71,GIA,US$3,648
Round,1.06,D,VS2,Excellent,62.6,57,Very Good,Excellent,6.49X6.51X4.07,GIA,US$11,533
Round,0.51,J,SI1,Excellent,63.3,56,Excellent,Excellent,5.06X5.1X3.22,GIA,US$1,510
Round,3.04,K,VS1,Excellent,61,60,Excellent,Excellent,9.32X9.28X5.67,GIA,US$36,918
Round,1.44,H,VS1,Very good,63.5,58,Very Good,Very Good,7.05X7.13X4.5,IGI,US$13,075
Round,0.60,I,VS2,Excellent,62.9,57,Excellent,Excellent,5.38X5.4X3.39,GIA,US$2,232
Round,0.60,E,SI1,Very good,63.1,57,Very Good,Very Good,5.33X5.36X3.37,GIA,US$2,544
Round,0.60,G,SI1,Very good,63.3,57,Excellent,Excellent,5.31X5.34X3.37,GIA,US$2,400
Round,2.20,I,SI2,Excellent,60.6,60,Excellent,Excellent,8.36X8.41X5.08,GIA,US$21,560
Round,0.65,J,VS2,Very good,62.6,58,Good,Very Good,5.45X5.5X3.43,GIA,US$1,872
Round,0.65,D,SI1,Very good,62.8,58,Very Good,Very Good,5.47X5.53X3.45,GIA,US$2,964
Round,0.65,H,SI1,Very good,62.3,59,Very Good,Very Good,5.47X5.5X3.42,GIA,US$2,626
Round,0.65,J,SI1,Excellent,60.1,60,Excellent,Excellent,5.6X5.64X3.38,GIA,US$2,132
Round,1.21,L,SI2,Excellent,60.3,60,Excellent,Excellent,6.9X6.93X4.17,GIA,US$5,614
Round,1.21,H,SI2,Excellent,62.5,60,Excellent,Excellent,6.76X6.8X4.24,GIA,US$8,712
Round,1.50,R,VVS2,Good,64.5,55,Very Good,Very Good,7.16X7.14X4.61,GIA,US$6,480
Round,1.50,R,VS1,Very good,62.8,57,Excellent,Very Good,7.26X7.21X4.55,GIA,US$6,600
Round,1.51,K,VVS2,Excellent,61.6,59,Excellent,Excellent,7.39X7.34X4.54,GIA,US$10,775
Round,1.51,F,VS1,Very good,59.5,60,Excellent,Excellent,7.45X7.47X4.44,GIA,US$20,886
Round,0.91,L,VS1,Excellent,60.1,59,Excellent,Excellent,6.31X6.28X3.78,GIA,US$3,762
Round,1.29,H,VS1,Excellent,62.4,57,Excellent,Excellent,6.96X6.93X4.33,GIA,US$12,374
Round,1.01,J,SI2,Very good,60.4,62,Very Good,Very Good,6.45X6.37X3.87,GIA,US$5,428
Round,1.02,G,SI2,Very good,63.4,56,Excellent,Excellent,6.31X6.33X4.01,EGL,US$5,386
Round,1.02,D,SI2,Very good,63.4,56.5,Excellent,Very Good,6.31X6.33X4.01,IGI,US$6,610
Round,1.02,G,SI1,Excellent,60.9,57,Excellent,Excellent,6.47X6.5X3.95,GIA,US$9,058
Round,3.01,K,VS1,Excellent,62.2,59,Excellent,Excellent,9.2X9.25X5.73,GIA,US$38,648
Round,3.01,J,SI2,Very good,64.2,59,Excellent,Very Good,8.97X9.09X5.79,GIA,US$33,953
Round,0.70,G,VS2,Excellent,61.6,60,Excellent,Very Good,5.74X5.66X3.51,GIA,US$3,494
Round,0.70,D,VS1,Very good,62.4,60,Excellent,Very Good,5.60X5.67X3.51,GIA,US$3,892
Round,0.70,D,SI1,Very good,62.1,56,Excellent,Very Good,5.63X5.70X3.52,GIA,US$3,369
Round,0.70,D,SI1,Excellent,62.4,56,Excellent,Very Good,5.68X5.66X3.54,GIA,US$3,420
Round,0.70,J,VS2,Excellent,62.6,56,Excellent,Very Good,5.69X5.66X3.55,GIA,US$2,604
Round,2.00,E,VS1,Excellent,62.6,56,Excellent,Excellent,8.04X7.99X5.02,GIA,US$41,536
Round,2.00,F,VS1,Excellent,62.6,57,Excellent,Excellent,8.04X7.99X5.02,GIA,US$39,440
Round,0.40,K,I2,Very good,63,58,Excellent,Excellent,4.68X4.69X2.95,GIA,US$496
Round,0.40,M,SI2,Very good,62.6,61,Excellent,Excellent,4.68X4.72X2.94,GIA,US$608
Round,1.30,D,SI1,Excellent,60.2,58,Excellent,Excellent,7.07X7.09X4.27,GIA,US$15,392
Round,1.30,I,VS2,Excellent,62.1,58,Excellent,Excellent,6.95X6.99X4.33,GIA,US$10,972
Round,1.30,J,SI1,Excellent,62.4,58,Excellent,Excellent,6.92X6.98X4.34,GIA,US$9,048
Round,1.30,H,VS1,Excellent,61.6,59,Excellent,Excellent,6.97X7.02X4.31,GIA,US$14,144
Round,1.71,J,VS1,Excellent,61.8,59,Excellent,Excellent,7.61X7.64X4.72,GIA,US$14,922
Round,1.57,G,SI2,Very good,63.5,59,Excellent,Excellent,7.22X7.29X4.61,EGL,US$10,927
Round,0.91,G,I1,Very good,62.3,59,Excellent,Excellent,6.13X6.16X3.83,GIA,US$3,968
Round,0.91,H,SI1,Very good,63.1,60,Very Good,Very Good,6.07X6.13X3.86,IGI,US$4,768
Round,1.23,F,SI1,Very good,63.2,57,Very Good,Very Good,6.73X6.77X4.27,GIA,US$12,103
Round,1.23,H,VS2,Excellent,60.9,58,Excellent,Excellent,6.9X6.93X4.21,GIA,US$12,398
Round,1.23,E,VS2,Excellent,62.1,58,Excellent,Excellent,6.8X6.83X4.24,GIA,US$15,104
Round,1.00,F,VS2,Very good,63.1,62,Excellent,Very Good,6.27X6.32X3.97,GIA,US$9,520
Round,1.00,E,I1,Good,64.2,62,Very Good,Very Good,6.2X6.28X4,GIA,US$4,120
Round,1.00,G,I1,Very good,60.7,63,Good,Good,6.38X6.5X3.91,GIA,US$4,840
Round,2.01,I,VS1,Excellent,62.2,59,Excellent,Excellent,8.09X8.03X5.01,GIA,US$26,291
Round,2.01,F,VVS2,Very good,59.9,61,Very Good,Very Good,8.17X8.09X4.87,GIA,US$41,946
Round,0.80,E,VS2,Very good,64,56,Excellent,Very Good,5.85X5.80X3.73,GIA,US$5,059
Round,0.80,F,VS2,Very good,64.3,56,Very Good,Very Good,5.84X5.78X3.74,GIA,US$4,864
Round,0.80,G,SI1,Excellent,62.3,57,Excellent,Excellent,5.95X5.92X3.70,GIA,US$4,251
Round,0.71,G,SI1,Excellent,61.7,57,Excellent,Excellent,5.75X5.74X3.54,GIA,US$3,447
Round,0.71,H,VS2,Excellent,62,57,Excellent,Excellent,5.73X5.71X3.55,GIA,US$3,674
Round,0.71,G,SI1,Excellent,62.1,57,Very Good,Excellent,5.72X5.71X3.55,GIA,US$3,307
Round,0.71,G,SI1,Excellent,62.3,57,Excellent,Very Good,5.70X5.68X3.54,GIA,US$3,307
Round,0.71,H,VS2,Excellent,62.3,57,Excellent,Excellent,5.71X5.68X3.55,GIA,US$3,674
Round,0.53,E,VS2,Excellent,60.4,60,Excellent,Excellent,5.25X5.23X3.17,GIA,US$2,414
Round,0.53,F,VS2,Excellent,60.5,61,Excellent,Excellent,5.26X5.24X3.18,GIA,US$2,290
Round,0.57,D,VS1,Excellent,62.4,57,Excellent,Excellent,5.29X5.26X3.29,GIA,US$2,809
Round,0.57,F,VS2,Excellent,60.1,60,Excellent,Excellent,5.42X5.38X3.25,GIA,US$2,463
Round,0.81,G,VS2,Very good,64,57,Excellent,Excellent,5.86X5.84X3.75,GIA,US$4,590
Round,0.50,G,VS2,Good,65.9,58,Excellent,Very Good,4.88X4.86X3.21,GIA,US$1,764
Round,0.50,G,SI1,Good,65.9,58,Very Good,Very Good,4.93X4.91X3.24,GIA,US$1,638
Round,0.50,F,VS2,Good,66,58,Very Good,Excellent,4.87X4.84X3.20,GIA,US$1,806
Round,0.50,F,VS2,Good,66.1,58,Very Good,Excellent,4.90X4.88X3.23,GIA,US$1,806
Round,0.50,F,SI1,Good,66.1,58,Excellent,Excellent,4.91X4.88X3.24,GIA,US$1,587
Round,0.50,F,VS2,Good,66.2,58,Very Good,Very Good,4.90X4.86X3.23,GIA,US$1,806
Round,0.80,H,VS2,Very good,63.3,57,Very Good,Excellent,5.90X5.89X3.73,GIA,US$4,140
Round,0.80,H,VS2,Very good,63.9,57,Excellent,Excellent,5.85X5.79X3.72,GIA,US$4,140
Round,0.80,H,VS2,Very good,63.9,57,Very Good,Excellent,5.85X5.82X3.73,GIA,US$4,140
Round,0.80,G,VS2,Very good,64.1,57,Very Good,Excellent,5.83X5.81X3.73,GIA,US$4,534
Round,0.80,H,SI1,Excellent,61.9,58,Excellent,Excellent,5.96X5.94X3.68,GIA,US$3,940
Round,0.70,G,SI1,Excellent,62.5,57,Excellent,Excellent,5.68X5.66X3.55,GIA,US$3,398
Round,0.70,G,VS2,Excellent,62.7,57,Very Good,Very Good,5.67X5.65X3.55,GIA,US$3,812
Round,0.70,H,SI1,Good,62.7,57,Very Good,Good,5.61X5.59X3.51,GIA,US$2,639
Round,0.70,I,VS2,Excellent,62.8,57,Excellent,Excellent,5.67X5.65X3.55,GIA,US$3,149
Round,0.70,F,VS1,Very good,63.6,57,Very Good,Very Good,5.61X5.60X3.57,GIA,US$4,036
Round,0.70,I,VS2,Very good,63.6,57,Excellent,Excellent,5.59X5.56X3.55,GIA,US$2,859
Round,0.50,F,SI1,Good,66.2,58,Excellent,Very Good,4.89X4.91X3.24,GIA,US$1,587
Round,0.50,G,SI1,Good,66.2,58,Excellent,Very Good,4.91X4.87X3.24,GIA,US$1,638
Round,0.50,G,SI1,Good,66.4,58,Very Good,Very Good,4.90X4.88X3.25,GIA,US$1,638
Round,0.50,D,VVS2,Excellent,60.3,59,Excellent,Excellent,5.16X5.14X3.11,GIA,US$2,783
Round,0.50,F,VS2,Very good,60.5,59,Excellent,Excellent,5.11X5.09X3.09,GIA,US$1,924
Round,0.71,H,VS2,Excellent,62.4,57,Excellent,Excellent,5.70X5.69X3.55,GIA,US$3,674
Round,0.71,G,VS2,Excellent,62.6,57,Excellent,Excellent,5.72X5.69X3.57,GIA,US$3,867
Round,0.71,G,SI1,Very good,63.6,57,Good,Excellent,5.61X5.59X3.56,GIA,US$3,121
Round,0.71,G,VS2,Very good,63.7,57,Very Good,Excellent,5.63X5.60X3.58,GIA,US$3,606
Round,0.71,G,SI1,Very good,63.9,57,Excellent,Excellent,5.63X5.60X3.58,GIA,US$3,121
Round,0.70,H,VS2,Very good,63.7,57,Very Good,Very Good,5.63X5.56X3.56,GIA,US$2,822
Round,0.70,F,SI1,Very good,63.9,57,Very Good,Excellent,5.61X5.60X3.58,GIA,US$3,179
Round,0.70,I,VS2,Good,63.9,57,Very Good,Good,5.55X5.51X3.53,GIA,US$2,652
Round,0.70,G,VS2,Very good,64,57,Very Good,Very Good,5.58X5.56X3.56,GIA,US$3,606
Round,0.70,H,VS2,Very good,64,57,Very Good,Excellent,5.59X5.55X3.57,GIA,US$3,246
Round,0.70,H,SI1,Very good,64.1,57,Excellent,Very Good,5.59X5.57X3.58,GIA,US$2,852
Round,0.50,F,SI2,Excellent,60.7,59,Excellent,Very Good,5.13X5.12X3.11,GIA,US$1,534
Round,0.50,G,VS2,Excellent,60.8,59,Excellent,Excellent,5.12X5.11X3.11,GIA,US$2,016
Round,0.50,E,VVS2,Excellent,61.1,59,Excellent,Excellent,5.08X5.10X3.11,GIA,US$2,556
Round,0.50,F,VS1,Very good,61.1,59,Excellent,Excellent,5.08X5.07X3.10,GIA,US$2,079
Round,0.50,F,VS2,Excellent,61.3,59,Excellent,Excellent,5.10X5.06X3.12,GIA,US$2,161
Round,0.71,H,SI1,Good,65,57,Very Good,Excellent,5.53X5.52X3.59,GIA,US$2,676
Round,0.71,H,SI1,Good,65.7,57,Very Good,Very Good,5.53X5.50X3.62,GIA,US$2,676
Round,0.71,G,VS2,Excellent,61.4,58,Excellent,Excellent,5.75X5.73X3.52,GIA,US$4,024
Round,0.71,I,VS2,Excellent,61.5,58,Excellent,Excellent,5.74X5.73X3.53,GIA,US$3,194
Round,0.71,I,VVS2,Excellent,61.7,58,Excellent,Excellent,5.73X5.72X3.53,GIA,US$3,323
Round,0.71,H,VVS2,Excellent,61.8,58,Excellent,Excellent,5.73X5.72X3.54,GIA,US$3,971
Round,0.50,G,VS2,Excellent,61.4,59,Excellent,Excellent,5.10X5.08X3.13,GIA,US$1,680
Round,0.50,F,VS2,Excellent,61.8,59,Excellent,Excellent,5.10X5.07X3.14,GIA,US$2,161
Round,0.50,F,SI1,Excellent,62.1,59,Excellent,Excellent,5.07X5.06X3.15,GIA,US$1,894
Round,0.50,G,VS2,Excellent,62.1,59,Excellent,Excellent,5.06X5.04X3.14,GIA,US$2,100
Round,0.50,G,VS2,Very good,62.3,59,Very Good,Excellent,5.07X5.03X3.15,GIA,US$1,904
Round,0.70,I,VS2,Good,64.1,57,Very Good,Excellent,5.54X5.49X3.54,GIA,US$2,652
Round,1.15,K,SI1,Excellent,62,58,Excellent,Excellent,6.69X6.71X4.16,GIA,US$5,796
Round,1.15,G,I1,,64.5,58.6,Good,Good,6.5X6.58X4.22,AGS,US$3,772
Round,1.15,G,SI2,,60.4,59,Good,Good,6.68X6.73X4.05,AGS,US$6,624
Round,0.90,G,SI2,Very good,63.8,55,Excellent,Good,6.01X6.06X3.85,GIA,US$4,608
Round,0.70,G,VS2,Very good,63.4,61,Excellent,Excellent,5.55X5.6X3.54,GIA,US$3,752
Round,0.70,F,SI2,,63.9,61,Excellent,Very Good,5.48X5.54X3.52,EGL,US$2,352
Round,0.70,H,I1,Good,64.4,61,Very Good,Good,5.51X5.56X3.57,GIA,US$1,736
Round,1.01,E,SI1,Very good,63.9,60,Excellent,Excellent,6.26X6.32X4.02,GIA,US$8,080
Round,0.70,E,VS2,Very good,61,62,Excellent,Excellent,5.71X5.73X3.49,GIA,US$3,948
Round,1.01,F,I1,Good,58,61,Excellent,Very Good,6.52X6.57X3.8,GIA,US$4,404
Round,1.01,H,SI2,Excellent,59.1,61,Excellent,Excellent,6.54X6.58X3.88,GIA,US$6,706
Round,1.01,I,SI2,Excellent,59.4,61,Excellent,Excellent,6.5X6.54X3.87,GIA,US$6,424
Round,0.70,E,SI1,Excellent,63.1,56,Excellent,Excellent,5.64X5.67X3.56,GIA,US$3,416
Round,0.70,F,SI1,Very good,63.4,56,Very Good,Excellent,5.57X5.6X3.54,GIA,US$3,220
Round,0.70,F,SI2,Very good,63.4,56,Excellent,Very Good,5.58X5.61X3.55,GIA,US$2,632
Round,0.70,D,VS2,Very good,63.5,56,Excellent,Very Good,5.52X5.59X3.53,GIA,US$3,948
Round,1.23,D,VS2,Excellent,62.1,56,Excellent,Excellent,6.83X6.88X4.26,GIA,US$15,301
Round,1.23,G,VS2,Excellent,62.6,56,Excellent,Excellent,6.82X6.84X4.28,GIA,US$13,087
Round,1.23,N,I1,Very good,64.5,56,Very Good,Very Good,6.64X6.69X4.3,GIA,US$3,346
Round,0.70,F,I1,Very good,57.9,63,Excellent,Excellent,5.78X5.82X3.36,GIA,US$2,464
Round,0.70,G,VS2,Very good,60.1,63,Very Good,Very Good,5.64X5.69X3.4,GIA,US$3,612
Round,0.70,G,SI1,Ideal,62,63,Excellent,Very Good,5.58X5.64X3.48,EGL,US$2,660
Round,0.70,I,I2,Good,63.3,66,Excellent,Good,5.55X5.58X3.52,GIA,US$1,512
Round,1.20,J,SI2,Excellent,62.4,57,Excellent,Excellent,6.76X6.79X4.23,GIA,US$7,488
Round,1.00,I,SI2,Ideal,60.9,63,Excellent,Excellent,6.35X6.49X3.91,EGL,US$4,760
Round,1.00,J,I3,Good,62.4,63,Very Good,Very Good,6.26X6.34X3.93,GIA,US$2,560
Round,1.00,E,SI2,Very good,63.4,63,Excellent,Very Good,6.29X6.32X3.99,GIA,US$7,080
Round,1.00,K,SI2,Very good,59.8,64,Excellent,Excellent,6.46X6.5X3.87,GIA,US$4,640
Round,1.00,D,I1,,61.7,64,Excellent,Good,6.22X6.3X3.86,EGL,US$2,320
Round,1.20,H,SI1,Excellent,62.5,57,Excellent,Excellent,6.76X6.81X4.24,GIA,US$9,264
Round,1.20,D,SI1,Excellent,62.6,57,Excellent,Excellent,6.74X6.78X4.23,GIA,US$13,536
Round,1.01,I,SI2,Excellent,62.1,59,Excellent,Excellent,6.38X6.42X3.98,GIA,US$6,262
Round,1.01,F,VS2,Excellent,62.3,59,Excellent,Excellent,6.39X6.43X3.99,GIA,US$10,625
Round,1.07,J,SI2,Excellent,62.7,57,Excellent,Excellent,6.48X6.52X4.08,GIA,US$5,992
Round,1.07,H,SI2,Excellent,62.5,58,Excellent,Excellent,6.5X6.55X4.08,GIA,US$7,319
Round,1.00,F,SI1,Excellent,62.7,56,Excellent,Excellent,6.35X6.39X4,GIA,US$8,680
Round,1.00,E,SI2,Excellent,62.8,56,Excellent,Excellent,6.37X6.39X4.01,GIA,US$7,840
Round,1.03,F,SI2,Excellent,62.4,58,Excellent,Excellent,6.39X6.43X4,GIA,US$7,704
Round,1.03,E,SI1,Excellent,61.1,59,Very Good,Excellent,6.49X6.53X3.98,GIA,US$8,240
Round,1.03,E,SI2,Excellent,61.9,59,Excellent,Excellent,6.44X6.46X3.99,GIA,US$7,169
Round,1.03,E,I1,Very good,62.1,59,Very Good,Very Good,6.35X6.46X3.98,IGI,US$4,820
Round,0.55,K,VS2,Excellent,62.5,57,Excellent,Excellent,5.19X5.22X3.25,IGI,US$1,232
Round,0.55,H,VS1,Very good,63,57,Very Good,Very Good,5.16X5.2X3.26,GIA,US$1,936
Round,1.51,H,SI1,Excellent,62.7,57,Excellent,Excellent,7.31X7.32X4.59,GIA,US$15,764
Round,1.51,J,SI2,Very good,63.8,57,Excellent,Very Good,7.14X7.22X4.58,IGI,US$8,698
Round,1.00,G,SI1,Excellent,63.1,55,Excellent,Excellent,6.33X6.37X4.01,GIA,US$8,400
Round,1.00,F,SI1,Very good,63.8,55,Excellent,Excellent,6.3X6.34X4.04,GIA,US$8,560
Round,0.55,I,SI2,Very good,63.2,57.5,Very Good,Very Good,5.16X5.19X3.27,IGI,US$1,342
Round,2.00,H,SI2,Excellent,63.4,56,Excellent,Very Good,7.96X8.01X5.06,IGI,US$16,720
Round,0.71,D,SI1,Excellent,62.6,57,Excellent,Excellent,5.68X5.72X3.57,GIA,US$3,573
Round,0.71,G,VS2,Excellent,60.9,58,Very Good,Excellent,5.78X5.74X3.51,GIA,US$3,647
Round,0.71,D,VS1,Excellent,60.1,59,Very Good,Excellent,5.75X5.79X3.47,GIA,US$4,362
Round,1.04,K,VS2,Excellent,62.5,57,Excellent,Excellent,6.48X6.46X4.04,GIA,US$5,616
Round,1.04,J,VS2,Excellent,59.8,59,Excellent,Excellent,6.59X6.57X3.93,GIA,US$7,014
Round,0.70,E,VS1,Excellent,63,55,Very Good,Excellent,5.62X5.66X3.56,GIA,US$3,954
Round,0.70,E,VS2,Excellent,59.8,56,Excellent,Very Good,5.79X5.83X3.48,GIA,US$3,898
Round,0.70,D,VS2,Very good,61.5,56,Excellent,Excellent,5.72X5.74X3.52,GIA,US$3,819
Round,1.09,J,VS1,Excellent,61.7,59,Excellent,Excellent,6.61X6.57X4.07,GIA,US$7,403
Round,1.20,I,VVS2,Excellent,60.2,60,Excellent,Very Good,6.95X6.89X4.16,GIA,US$10,070
Round,2.06,D,SI2,Ideal,62.8,60,Excellent,Excellent,8.01X8.08X5.05,EGL,US$18,210
Round,1.23,J,I2,Very good,64,54,Excellent,Very Good,6.79X6.8X4.35,GIA,US$3,592
Round,1.23,D,VS2,Excellent,61.5,56,Excellent,Excellent,6.9X6.91X4.24,GIA,US$15,941
Round,2.70,G,I1,Very good,61.5,60.5,Very Good,Good,8.87X8.96X5.5,IGI,US$13,500
Round,1.50,G,VS2,,58.8,59,Very Good,Good,7.38X7.41X4.35,EGL,US$12,720
Round,1.50,J,VS2,Excellent,61.9,59,Excellent,Very Good,7.24X7.31X4.5,GIA,US$11,880
Round,1.50,G,VS2,Ideal,62.8,59,Excellent,Excellent,7.24X7.29X4.56,EGL,US$13,500
Round,1.00,E,SI2,Very good,64,56,Excellent,Very Good,6.28X6.32X4.03,GIA,US$6,760
Round,1.00,J,SI1,Very good,64.1,56,Very Good,Very Good,6.21X6.26X4,GIA,US$5,840
Round,2.01,E,VS2,Excellent,61.2,59,Excellent,Excellent,8.15X8.09X4.96,GIA,US$39,348
Round,1.50,F,SI1,Excellent,62.9,57,Excellent,Very Good,7.21X7.31X4.57,GIA,US$18,000
Round,1.50,G,SI2,Excellent,63.1,57,Excellent,Very Good,7.25X7.3X4.59,GIA,US$13,500
Round,1.50,F,SI2,Very good,58.8,58,Very Good,Very Good,7.44X7.5X4.39,GIA,US$13,620
Round,1.50,D,SI2,Excellent,62,58,Very Good,Very Good,7.29X7.32X4.53,IGI,US$12,660
Round,0.50,K,SI2,Excellent,61.7,57,Excellent,Very Good,5.05X5.08X3.13,GIA,US$1,120
Round,0.50,H,SI2,Excellent,62.4,57,Excellent,Excellent,5.06X5.08X3.16,GIA,US$1,500
Round,0.50,L,SI2,Excellent,62.4,57,Excellent,Excellent,5.04X5.07X3.16,GIA,US$1,080
Round,0.50,M,VVS2,Excellent,62.5,57,Excellent,Excellent,5.09X5.11X3.19,GIA,US$1,180
Round,0.50,E,I1,Excellent,62.6,57,Excellent,Excellent,5.07X5.1X3.18,GIA,US$1,500
Round,0.51,D,VS1,Very good,62.2,60,Very Good,Excellent,5.10X5.13X3.18,GIA,US$2,153
Round,0.71,H,SI2,Excellent,62.4,57,Excellent,Excellent,5.66X5.7X3.55,GIA,US$2,613
Round,0.71,I,VS2,Excellent,62.5,57,Excellent,Excellent,5.68X5.71X3.56,IGI,US$2,726
Round,0.94,J,SI1,Very good,62.5,57,Good,Very Good,6.16X6.2X3.87,GIA,US$4,362
Round,0.94,G,SI2,Very good,62.9,58,Very Good,Excellent,6.19X6.23X3.9,GIA,US$4,963
Round,0.94,E,I1,Very good,58.6,61,Very Good,Excellent,6.38X6.41X3.75,GIA,US$4,174
Round,0.90,E,I2,Very good,62.3,56,Very Good,Good,6.13X6.2X3.84,GIA,US$2,880
Round,0.90,I,VS1,Very good,62.7,56,Excellent,Very Good,6.09X6.16X3.84,GIA,US$5,112
Round,1.38,G,SI2,Ideal,62.4,55.7,Excellent,Excellent,7.08X7.12X4.43,AGS,US$9,936
Round,2.50,I,I1,Good,65,58,Very Good,Very Good,8.41X8.52X5.5,GIA,US$15,600
Round,2.50,F,SI1,Excellent,61.7,59,Excellent,Excellent,8.64X8.69X5.35,GIA,US$45,000
Round,0.73,D,VS2,Excellent,60.3,58,Excellent,Excellent,5.86X5.84X3.53,GIA,US$4,362
Round,1.63,R,VVS2,Excellent,62.4,56,Excellent,Excellent,7.54X7.51X4.69,GIA,US$7,172
Round,0.51,I,IF,Very good,61.4,58,Very Good,Excellent,5.12X5.10X3.14,GIA,US$1,748
Round,3.23,J,VS2,Excellent,62.6,58,Excellent,Excellent,9.40X9.34X5.87,GIA,US$45,194
Round,1.32,I,SI2,Excellent,62.8,58,Excellent,Excellent,6.97X7.02X4.39,GIA,US$9,187
Round,1.50,L,VS1,Excellent,60.5,60,Excellent,Excellent,7.41X7.35X4.47,GIA,US$9,055
Round,1.50,K,VVS2,Very good,62.9,60,Excellent,Very Good,7.29X7.23X4.56,GIA,US$10,404
