Shape Carat Color Clarity Cut Price
Princess 0.300 E SI2 "GIA - N/A" $617
Emerald 0.250 E VS1 "GIA - N/A" $617
Princess 0.300 H VS1 "GIA - N/A" $617
Princess 0.300 E VS1 "GIA - N/A" $617
Princess 0.300 F VS2 "GIA - N/A" $618
Princess 0.300 F VS2 "GIA - N/A" $618
Princess 0.310 F VS2 "GIA - N/A" $618
Princess 0.300 F VS2 "GIA - N/A" $618
Princess 0.300 F VS2 "GIA - N/A" $618
Princess 0.300 E SI1 "GIA - N/A" $618
Princess 0.310 G VS2 "GIA - N/A" $618
Princess 0.300 E SI1 "GIA - N/A" $618
Princess 0.260 E VS1 "GIA - N/A" $618
Princess 0.260 D VS1 "GIA - N/A" $618
Princess 0.260 F VS2 "GIA - N/A" $618
Princess 0.260 G VVS2 "GIA - N/A" $618
Round 0.230 E SI2 "GIA - Very Good" $619
Princess 0.270 H VVS1 "GIA - N/A" $619
Princess 0.230 D VVS2 "GIA - N/A" $619
Princess 0.230 E VVS1 "GIA - N/A" $619
Princess 0.320 I VVS2 "GIA - N/A" $620
Princess 0.330 F SI2 "GIA - N/A" $620
Princess 0.300 E VS2 "GIA - N/A" $621
Princess 0.300 F VS1 "GIA - N/A" $621
Princess 0.300 F VS1 "GIA - N/A" $621
Princess 0.300 F VS1 "GIA - N/A" $621
Princess 0.300 F VS1 "GIA - N/A" $621
Princess 0.240 E VVS2 "GIA - N/A" $621
Princess 0.240 E VVS2 "GIA - N/A" $621
Princess 0.300 E SI2 "GIA - N/A" $622
Round 0.240 E SI2 "GIA - Excellent" $622
Princess 0.310 F SI1 "GIA - N/A" $622
Princess 0.300 H VVS2 "GIA - N/A" $622
Princess 0.300 F VVS2 "GIA - N/A" $622
Princess 0.300 G VS1 "GIA - N/A" $622
Princess 0.300 F VVS2 "GIA - N/A" $622
Princess 0.300 E SI1 "GIA - N/A" $622
Emerald 0.320 F VS1 "GIA - N/A" $625
Princess 0.290 G VS1 "GIA - N/A" $625
Princess 0.310 G VVS2 "GIA - N/A" $626
Princess 0.300 E VS2 "GIA - N/A" $626
Princess 0.250 D VVS2 "GIA - N/A" $626
Princess 0.300 F VS1 "GIA - N/A" $626
Princess 0.300 G VVS2 "GIA - N/A" $626
Princess 0.300 F VS1 "GIA - N/A" $626
Princess 0.300 E VS2 "GIA - N/A" $626
Princess 0.270 G VVS2 "GIA - N/A" $626
Princess 0.270 F VS2 "GIA - N/A" $626
Emerald 0.310 D VS2 "GIA - N/A" $627
Princess 0.300 E SI1 "GIA - N/A" $627
Princess 0.320 E SI1 "GIA - N/A" $627
Princess 0.300 E SI1 "GIA - N/A" $627
Princess 0.310 G VS1 "GIA - N/A" $628
Princess 0.310 F VS2 "GIA - N/A" $628
Princess 0.310 F VS2 "GIA - N/A" $628
Princess 0.310 E SI1 "GIA - N/A" $628
Princess 0.310 E SI1 "GIA - N/A" $628
Round 0.240 F SI1 "GIA - Very Good" $629
Round 0.420 J VVS1 "GIA - Very Good" $629
Princess 0.350 I VS2 "GIA - N/A" $629
Princess 0.350 H VS1 "GIA - N/A" $630
Princess 0.280 E VS1 "GIA - N/A" $630
Princess 0.310 F VS1 "GIA - N/A" $631
Princess 0.310 F VS1 "GIA - N/A" $631
Princess 0.310 F VS1 "GIA - N/A" $631
Princess 0.300 E VS2 "GIA - N/A" $631
Princess 0.300 E VS2 "GIA - N/A" $631
Princess 0.300 E SI1 "GIA - N/A" $632
Princess 0.300 E SI1 "GIA - N/A" $632
Princess 0.320 H VS1 "GIA - N/A" $632
Princess 0.320 F SI1 "GIA - N/A" $632
Princess 0.300 E SI1 "GIA - N/A" $632
Princess 0.300 E SI1 "GIA - N/A" $632
Princess 0.300 E SI1 "GIA - N/A" $632
Princess 0.310 E SI1 "GIA - N/A" $632
Princess 0.290 E VS1 "GIA - N/A" $633
Princess 0.300 E VS1 "GIA - N/A" $633
Princess 0.340 I VS1 "GIA - N/A" $634
Princess 0.320 G VVS2 "GIA - N/A" $636
Princess 0.310 E VS2 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.310 G VVS2 "GIA - N/A" $636
Princess 0.310 H VVS1 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.300 E VS2 "GIA - N/A" $636
Princess 0.320 F VS2 "GIA - N/A" $637
Princess 0.320 H VVS2 "GIA - N/A" $637
Princess 0.320 F VS2 "GIA - N/A" $637
Princess 0.310 G VS1 "GIA - N/A" $637
Princess 0.320 F VS2 "GIA - N/A" $637
Princess 0.370 I VS2 "GIA - N/A" $637
Emerald 0.340 D SI1 "GIA - N/A" $638
Princess 0.310 G VVS1 "GIA - N/A" $638
Princess 0.310 E VS1 "GIA - N/A" $638
Princess 0.310 G VVS1 "GIA - N/A" $638
Princess 0.360 I VS1 "GIA - N/A" $638
Princess 0.260 F VVS2 "GIA - N/A" $638
Princess 0.350 H VS2 "GIA - N/A" $639
Princess 0.350 H VS2 "GIA - N/A" $639
Princess 0.350 H SI1 "GIA - N/A" $639
Princess 0.350 H VS2 "GIA - N/A" $639
Princess 0.350 I VS1 "GIA - N/A" $639
Princess 0.300 E VS1 "GIA - N/A" $639
Princess 0.300 E VS1 "GIA - N/A" $639
Princess 0.300 E VS1 "GIA - N/A" $639
Princess 0.300 E VS1 "GIA - N/A" $639
Princess 0.380 I VVS2 "GIA - N/A" $639
Princess 0.240 D VVS2 "GIA - N/A" $639
Princess 0.320 F VS1 "GIA - N/A" $641
Princess 0.320 F VS1 "GIA - N/A" $641
Princess 0.320 F VS1 "GIA - N/A" $641
Round 0.500 L VS2 "GIA - Very Good" $641
Princess 0.280 E VS2 "GIA - N/A" $641
Princess 0.280 E VS2 "GIA - N/A" $641
Princess 0.310 E VS2 "GIA - N/A" $641
Princess 0.300 E SI1 "GIA - N/A" $642
Oval 0.430 D VS2 "GIA - N/A" $642
Princess 0.320 E SI1 "GIA - N/A" $643
Princess 0.320 G VS1 "GIA - N/A" $643
Round 0.300 J SI2 "GIA - Excellent" $643
Princess 0.310 E VS1 "GIA - N/A" $644
Princess 0.300 E VS1 "GIA - N/A" $644
Cushion 0.420 L VS1 "GIA - N/A" $646
Princess 0.370 I VVS2 "GIA - N/A" $646
Princess 0.330 E VS1 "GIA - N/A" $647
Princess 0.310 E VS2 "GIA - N/A" $647
Princess 0.310 E VS2 "GIA - N/A" $647
Princess 0.310 E VS2 "GIA - N/A" $647
Princess 0.310 E VS2 "GIA - N/A" $647
Princess 0.310 E VS2 "GIA - N/A" $647
Princess 0.310 E VS2 "GIA - N/A" $647
Princess 0.350 I VS1 "GIA - N/A" $648
Princess 0.350 I VS1 "GIA - N/A" $648
Round 0.300 J SI2 "GIA - Excellent" $648
Princess 0.350 I VS1 "GIA - N/A" $648
Princess 0.350 I VS1 "GIA - N/A" $648
Princess 0.360 I VS1 "GIA - N/A" $648
Princess 0.350 I VS1 "GIA - N/A" $648
Princess 0.350 I VS2 "GIA - N/A" $648
Princess 0.350 I VS2 "GIA - N/A" $648
Princess 0.320 E SI1 "GIA - N/A" $648
Princess 0.350 H VS2 "GIA - N/A" $648
Princess 0.310 E VS1 "GIA - N/A" $649
Princess 0.310 E VS1 "GIA - N/A" $649
Princess 0.310 E VS1 "GIA - N/A" $649
Princess 0.310 E VS1 "GIA - N/A" $649
Princess 0.310 E VS1 "GIA - N/A" $649
Princess 0.300 E VVS2 "GIA - N/A" $650
Princess 0.300 E VVS2 "GIA - N/A" $650
Princess 0.300 E VVS2 "GIA - N/A" $650
Princess 0.300 E VVS2 "GIA - N/A" $650
Princess 0.270 E VVS1 "GIA - N/A" $650
Princess 0.270 F VVS2 "GIA - N/A" $650
Princess 0.350 I VS2 "GIA - N/A" $652
Princess 0.290 F VS1 "GIA - N/A" $653
Princess 0.290 F VS2 "GIA - N/A" $653
Princess 0.290 D VS2 "GIA - N/A" $653
Princess 0.310 E VS1 "GIA - N/A" $655
Princess 0.360 H VS1 "GIA - N/A" $655
Princess 0.360 H VS1 "GIA - N/A" $655
Princess 0.360 H VS1 "GIA - N/A" $655
Princess 0.350 H VS1 "GIA - N/A" $656
Princess 0.350 H VS1 "GIA - N/A" $656
Princess 0.350 H VVS2 "GIA - N/A" $656
Princess 0.300 E VVS2 "GIA - N/A" $656
Princess 0.300 E VVS2 "GIA - N/A" $656
Princess 0.370 I VS1 "GIA - N/A" $657
Princess 0.360 I VS1 "GIA - N/A" $657
Princess 0.320 E VS2 "GIA - N/A" $657
Princess 0.360 H VS2 "GIA - N/A" $658
Princess 0.330 E SI1 "GIA - N/A" $658
Round 0.420 I VS1 "GIA - Very Good" $658
Princess 0.330 E VS1 "GIA - N/A" $659
Princess 0.270 D VVS2 "GIA - N/A" $659
Princess 0.270 D VVS1 "GIA - N/A" $659
Princess 0.370 F VS1 "GIA - N/A" $660
Princess 0.320 E VS1 "GIA - N/A" $660
Princess 0.370 H VS2 "GIA - N/A" $662
Princess 0.330 E VS2 "GIA - N/A" $662
Princess 0.280 D VVS2 "GIA - N/A" $663
Princess 0.370 G VS2 "GIA - N/A" $664
Princess 0.390 I VS1 "GIA - N/A" $665
Emerald 0.300 D VVS2 "GIA - N/A" $665
Cushion 0.300 I VS2 "GIA - N/A" $665
Princess 0.360 H VS1 "GIA - N/A" $666
Princess 0.360 H VS1 "GIA - N/A" $666
Princess 0.360 H VS1 "GIA - N/A" $666
Princess 0.360 H VS1 "GIA - N/A" $666
Princess 0.370 I VS2 "GIA - N/A" $666
Princess 0.370 I VS2 "GIA - N/A" $666
Princess 0.370 I VS2 "GIA - N/A" $666
Princess 0.350 G VS2 "GIA - N/A" $667
Princess 0.350 G VS2 "GIA - N/A" $667
Princess 0.350 H VS1 "GIA - N/A" $667
Emerald 0.340 D SI1 "GIA - N/A" $667
Princess 0.350 F VS2 "GIA - N/A" $667
Princess 0.310 E VVS2 "GIA - N/A" $667
Princess 0.310 F VVS1 "GIA - N/A" $667
Princess 0.310 E VVS2 "GIA - N/A" $667
Princess 0.310 E VVS2 "GIA - N/A" $667
Princess 0.300 F VVS1 "GIA - N/A" $668
Princess 0.300 D VS1 "GIA - N/A" $668
Princess 0.300 F VVS1 "GIA - N/A" $668
Princess 0.380 I VS1 "GIA - N/A" $671
Princess 0.300 F VVS2 "GIA - N/A" $671
Princess 0.350 G VVS2 "GIA - N/A" $671
Princess 0.360 H VVS2 "GIA - N/A" $671
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.350 G VS2 "GIA - N/A" $672
Princess 0.350 G VS2 "GIA - N/A" $672
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.350 G VS2 "GIA - N/A" $672
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.350 H VS1 "GIA - N/A" $672
Princess 0.300 D VVS2 "GIA - N/A" $672
Princess 0.320 E VVS2 "GIA - N/A" $672
Princess 0.370 H VS2 "GIA - N/A" $672
Princess 0.360 H VS2 "GIA - N/A" $673
Princess 0.360 H VS2 "GIA - N/A" $673
Princess 0.360 H VS2 "GIA - N/A" $673
Princess 0.300 D VS1 "GIA - N/A" $674
Princess 0.360 H VVS2 "GIA - N/A" $677
Princess 0.350 G VS1 "GIA - N/A" $678
Princess 0.350 G VS1 "GIA - N/A" $678
Princess 0.350 G VS1 "GIA - N/A" $678
Princess 0.350 G VS1 "GIA - N/A" $678
Princess 0.350 G VS1 "GIA - N/A" $678
Princess 0.330 E SI1 "GIA - N/A" $679
Princess 0.310 F VVS1 "GIA - N/A" $680
Cushion 0.300 I VVS2 "GIA - N/A" $680
Princess 0.370 G VS2 "GIA - N/A" $681
Princess 0.360 H VS1 "GIA - N/A" $682
Princess 0.360 G VS2 "GIA - N/A" $682
Princess 0.360 G VS2 "GIA - N/A" $682
Princess 0.360 H VS1 "GIA - N/A" $682
Princess 0.360 G VS2 "GIA - N/A" $682
Princess 0.360 H VS1 "GIA - N/A" $682
Radiant 0.470 H SI2 "GIA - N/A" $682
Princess 0.370 H VS2 "GIA - N/A" $683
Princess 0.370 H VS2 "GIA - N/A" $683
Princess 0.370 H VS2 "GIA - N/A" $683
Princess 0.370 H VS2 "GIA - N/A" $683
Princess 0.350 H VVS1 "GIA - N/A" $683
Princess 0.350 F VS1 "GIA - N/A" $683
Princess 0.350 H VVS1 "GIA - N/A" $683
Princess 0.300 E VVS1 "GIA - N/A" $683
Princess 0.350 H VVS2 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 F VS2 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 F VS2 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 G VS1 "GIA - N/A" $684
Princess 0.350 G VVS1 "GIA - N/A" $685
Princess 0.350 F VVS2 "GIA - N/A" $685
Princess 0.370 H VS1 "GIA - N/A" $686
Oval 0.370 D VS2 "GIA - N/A" $686
Princess 0.300 D VVS1 "GIA - N/A" $688
Princess 0.360 G VS1 "GIA - N/A" $689
Princess 0.360 G VS1 "GIA - N/A" $689
Princess 0.350 H VVS1 "GIA - N/A" $689
Round 0.320 J SI1 "GIA - Excellent" $689
Princess 0.350 E SI1 "GIA - N/A" $690
Princess 0.300 E VVS1 "GIA - N/A" $690
Princess 0.350 G VS1 "GIA - N/A" $690
Princess 0.330 F VVS1 "GIA - N/A" $690
Cushion 0.370 J VS2 "GIA - N/A" $690
Round 0.330 J SI1 "GIA - Excellent" $691
Princess 0.370 G VS2 "GIA - N/A" $692
Princess 0.370 H VS1 "GIA - N/A" $692
Princess 0.370 G VS2 "GIA - N/A" $692
Princess 0.370 G VS2 "GIA - N/A" $692
Princess 0.370 G VS2 "GIA - N/A" $692
Princess 0.370 H VS1 "GIA - N/A" $692
Princess 0.310 F VVS1 "GIA - N/A" $692
Princess 0.380 H VS2 "GIA - N/A" $692
Princess 0.280 D VVS2 "GIA - N/A" $693
Princess 0.350 I VVS1 "GIA - N/A" $693
Princess 0.370 H VVS2 "GIA - N/A" $693
Princess 0.410 J SI1 "GIA - N/A" $693
Princess 0.360 G VVS2 "GIA - N/A" $693
Emerald 0.410 H SI1 "GIA - N/A" $694
Princess 0.360 G VS1 "GIA - N/A" $694
Princess 0.360 G VS1 "GIA - N/A" $694
Princess 0.360 G VS1 "GIA - N/A" $694
Princess 0.360 G VS1 "GIA - N/A" $694
Round 0.330 K VS2 "GIA - Excellent" $695
Princess 0.350 G VVS2 "GIA - N/A" $695
Princess 0.350 E VS2 "GIA - N/A" $695
Princess 0.310 E VVS1 "GIA - N/A" $695
Princess 0.380 I VVS2 "GIA - N/A" $698
Princess 0.350 E VS1 "GIA - N/A" $698
Princess 0.350 E VS1 "GIA - N/A" $698
Princess 0.390 E SI2 "GIA - N/A" $700
Princess 0.350 H VVS1 "GIA - N/A" $701
Princess 0.350 G VVS2 "GIA - N/A" $701
Princess 0.340 E VVS2 "GIA - N/A" $701
Round 0.300 H SI2 "GIA - Excellent" $702
Princess 0.380 G VS2 "GIA - N/A" $702
Princess 0.380 G VS2 "GIA - N/A" $702
Princess 0.390 H VS2 "GIA - N/A" $702
Princess 0.330 F VVS1 "GIA - N/A" $703
Princess 0.320 D VVS1 "GIA - N/A" $703
Princess 0.320 E VS2 "GIA - N/A" $704
Emerald 0.400 I VS2 "GIA - N/A" $704
Princess 0.320 E VVS2 "GIA - N/A" $704
Princess 0.370 H VVS2 "GIA - N/A" $705
Princess 0.370 G VS1 "GIA - N/A" $705
Princess 0.370 H VVS2 "GIA - N/A" $705
Princess 0.370 G VS1 "GIA - N/A" $705
Princess 0.310 F VVS2 "GIA - N/A" $705
Princess 0.360 G VVS2 "GIA - N/A" $706
Princess 0.300 D VVS2 "GIA - N/A" $706
Princess 0.350 F VS1 "GIA - N/A" $707
Princess 0.350 E VS2 "GIA - N/A" $707
Princess 0.350 F VS1 "GIA - N/A" $707
Princess 0.350 F VS1 "GIA - N/A" $707
Princess 0.350 F VS1 "GIA - N/A" $707
Cushion 0.310 D VS1 "GIA - N/A" $707
Round 0.300 H SI2 "GIA - Excellent" $707
Princess 0.380 G VS2 "GIA - N/A" $708
Princess 0.380 H VS1 "GIA - N/A" $708
Princess 0.380 E SI2 "GIA - N/A" $708
Princess 0.310 E VVS1 "GIA - N/A" $709
Princess 0.310 E VVS1 "GIA - N/A" $709
Princess 0.360 F VVS2 "GIA - N/A" $709
Princess 0.370 F VS1 "GIA - N/A" $710
Princess 0.370 F VS1 "GIA - N/A" $710
Oval 0.400 I SI1 "GIA - N/A" $710
Princess 0.400 I SI1 "GIA - N/A" $710
Princess 0.350 E VS1 "GIA - N/A" $711
Princess 0.350 F VVS2 "GIA - N/A" $711
Princess 0.350 F VVS2 "GIA - N/A" $711
Princess 0.350 F VVS2 "GIA - N/A" $711
Princess 0.350 F VVS2 "GIA - N/A" $711
Princess 0.310 F VVS1 "GIA - N/A" $711
Round 0.310 D SI2 "GIA - Excellent" $711
Princess 0.370 G VS1 "GIA - N/A" $711
Princess 0.430 I SI2 "GIA - N/A" $711
Princess 0.360 E VS2 "GIA - N/A" $712
Princess 0.360 F VS1 "GIA - N/A" $712
Princess 0.390 H VS1 "GIA - N/A" $712
Round 0.300 H SI1 "GIA - Excellent" $713
Round 0.360 J SI2 "GIA - Excellent" $713
Round 0.300 D SI2 "GIA - Excellent" $714
Round 0.300 D SI2 "GIA - Excellent" $714
Princess 0.320 E VVS1 "GIA - N/A" $714
Princess 0.320 E VVS1 "GIA - N/A" $714
Princess 0.330 E VVS2 "GIA - N/A" $716
Princess 0.370 G VS1 "GIA - N/A" $717
Round 0.230 F VS2 "GIA - Very Good" $717
Princess 0.360 F VS1 "GIA - N/A" $718
Princess 0.360 F VS1 "GIA - N/A" $718
Princess 0.360 F VS1 "GIA - N/A" $718
Princess 0.390 G VS2 "GIA - N/A" $718
Princess 0.310 D VVS2 "GIA - N/A" $719
Princess 0.310 D VVS2 "GIA - N/A" $719
Princess 0.390 H VVS2 "GIA - N/A" $719
Princess 0.390 H VVS2 "GIA - N/A" $719
Princess 0.380 F VS1 "GIA - N/A" $721
Princess 0.360 F VVS2 "GIA - N/A" $722
Princess 0.360 G VVS1 "GIA - N/A" $722
Princess 0.360 E VS1 "GIA - N/A" $722
Princess 0.350 E VS2 "GIA - N/A" $725
Princess 0.330 D VVS1 "GIA - N/A" $725
Oval 0.360 G VS2 "GIA - N/A" $725
Cushion 0.390 E SI1 "GIA - N/A" $726
Princess 0.390 H VVS2 "GIA - N/A" $726
Princess 0.350 F VVS1 "GIA - N/A" $726
Princess 0.380 G VS1 "GIA - N/A" $727
Princess 0.380 G VS1 "GIA - N/A" $727
Princess 0.380 G VS1 "GIA - N/A" $727
Princess 0.380 G VS1 "GIA - N/A" $727
Princess 0.400 G SI1 "GIA - N/A" $728
Princess 0.320 E VVS1 "GIA - N/A" $728
Round 0.400 H VVS1 "GIA - Very Good" $729
Princess 0.370 F VS1 "GIA - N/A" $729
Round 0.460 L VS1 "GIA - Good" $729
Princess 0.350 D VS2 "GIA - N/A" $730
Princess 0.350 E VS1 "GIA - N/A" $730
Princess 0.400 I VS2 "GIA - N/A" $730
Princess 0.360 F VVS1 "GIA - N/A" $730
Princess 0.390 F VS2 "GIA - N/A" $732
Princess 0.300 D VVS1 "GIA - N/A" $733
Princess 0.370 E VS1 "GIA - N/A" $733
Princess 0.370 E VS1 "GIA - N/A" $733
Princess 0.370 E VS1 "GIA - N/A" $733
Princess 0.350 E VVS2 "GIA - N/A" $733
Princess 0.350 E VVS2 "GIA - N/A" $733
Princess 0.380 F VS1 "GIA - N/A" $733
Princess 0.380 G VVS2 "GIA - N/A" $733
Princess 0.330 E VVS1 "GIA - N/A" $734
Radiant 0.460 G SI2 "GIA - N/A" $734
Round 0.300 G SI2 "GIA - Excellent" $736
Round 0.300 G SI2 "GIA - Excellent" $736
Round 0.300 E SI2 "GIA - Excellent" $738
Princess 0.410 I VS2 "GIA - N/A" $740
Princess 0.410 I VS2 "GIA - N/A" $740
Pear 0.380 D SI1 "GIA - N/A" $740
Princess 0.380 F VS1 "GIA - N/A" $740
Princess 0.380 E VS2 "GIA - N/A" $740
Princess 0.380 E VS2 "GIA - N/A" $740
Princess 0.350 E VVS2 "GIA - N/A" $740
Round 0.330 H SI1 "GIA - Excellent" $740
Round 0.300 G SI2 "GIA - Excellent" $741
Round 0.300 G SI2 "GIA - Excellent" $741
Round 0.300 G SI2 "GIA - Excellent" $741
Round 0.300 G SI2 "GIA - Excellent" $741
Princess 0.400 I VS1 "GIA - N/A" $742
Princess 0.400 F SI2 "GIA - N/A" $742
Princess 0.400 H VS2 "GIA - N/A" $745
Princess 0.400 F SI1 "GIA - N/A" $745
Round 0.300 F SI2 "GIA - Excellent" $747
Round 0.420 I IF "GIA - Very Good" $748
Princess 0.400 I VS2 "GIA - N/A" $749
Round 0.250 E VS2 "GIA - Excellent" $751
Princess 0.400 H VS2 "GIA - N/A" $752
Princess 0.400 H VS2 "GIA - N/A" $752
Round 0.300 G SI2 "GIA - Excellent" $752
Round 0.370 I SI2 "GIA - Excellent" $753
Princess 0.350 E VVS2 "GIA - N/A" $754
Round 0.310 E SI1 "GIA - Excellent" $756
Round 0.400 K SI2 "GIA - Excellent" $757
Cushion 0.500 L SI1 "GIA - N/A" $758
Princess 0.380 G VVS1 "GIA - N/A" $758
Round 0.310 F SI2 "GIA - Excellent" $758
Princess 0.350 E VVS1 "GIA - N/A" $759
Princess 0.410 I VS1 "GIA - N/A" $759
Princess 0.360 F VVS1 "GIA - N/A" $759
Princess 0.380 D SI1 "GIA - N/A" $759
Princess 0.410 I VS2 "GIA - N/A" $760
Princess 0.420 I SI1 "GIA - N/A" $761
Round 0.430 G VVS2 "GIA - Very Good" $761
Pear 0.500 L SI1 "GIA - N/A" $762
Princess 0.410 F SI1 "GIA - N/A" $763
Princess 0.410 H VS2 "GIA - N/A" $763
Princess 0.410 H VS2 "GIA - N/A" $763
Princess 0.410 H VS2 "GIA - N/A" $763
Princess 0.410 F SI1 "GIA - N/A" $763
Princess 0.410 H VS2 "GIA - N/A" $763
Princess 0.320 E VS1 "GIA - N/A" $764
Princess 0.370 E VVS2 "GIA - N/A" $764
Round 0.360 I VS2 "GIA - Very Good" $765
Cushion 0.330 G VS2 "GIA - N/A" $766
Cushion 0.510 L SI2 "GIA - N/A" $766
Princess 0.400 H VS2 "GIA - N/A" $766
Princess 0.360 E VVS2 "GIA - N/A" $766
Princess 0.360 E VVS2 "GIA - N/A" $766
Princess 0.350 E VVS1 "GIA - N/A" $767
Princess 0.400 E SI1 "GIA - N/A" $768
Princess 0.400 E SI1 "GIA - N/A" $768
Round 0.300 G SI1 "GIA - Excellent" $769
Round 0.300 D SI2 "GIA - Very Good" $770
Round 0.300 J VVS1 "GIA - Excellent" $771
Princess 0.410 F VS2 "GIA - N/A" $771
Oval 0.410 G VS2 "GIA - N/A" $772
Princess 0.410 I VS2 "GIA - N/A" $773
Princess 0.420 H VS2 "GIA - N/A" $774
Princess 0.350 F VVS1 "GIA - N/A" $775
Princess 0.400 I VS1 "GIA - N/A" $776
Princess 0.400 G VS2 "GIA - N/A" $776
Round 0.350 E SI2 "GIA - Excellent" $779
Princess 0.350 D VVS2 "GIA - N/A" $779
Round 0.310 I VS1 "GIA - Excellent" $779
Princess 0.410 I VS1 "GIA - N/A" $780
Princess 0.360 D VS1 "GIA - N/A" $781
Round 0.320 J VVS1 "GIA - Excellent" $782
Princess 0.350 E VVS1 "GIA - N/A" $782
Princess 0.400 I VS1 "GIA - N/A" $782
Princess 0.420 I VS2 "GIA - N/A" $784
Princess 0.400 H VS1 "GIA - N/A" $784
Princess 0.400 H VS1 "GIA - N/A" $784
Princess 0.400 H VS1 "GIA - N/A" $784
Round 0.500 J SI2 "GIA - Very Good" $784
Princess 0.430 H VS2 "GIA - N/A" $784
Round 0.310 E VVS1 "GIA - Excellent" $785
Round 0.300 E SI1 "GIA - Excellent" $786
Round 0.300 E SI1 "GIA - Excellent" $786
Princess 0.410 I VS1 "GIA - N/A" $787
Princess 0.340 D VVS1 "GIA - N/A" $788
Cushion 0.340 G VVS1 "GIA - N/A" $788
Round 0.300 E SI2 "GIA - Excellent" $788
Princess 0.420 H VS2 "GIA - N/A" $789
Princess 0.410 G VS1 "GIA - N/A" $789
Oval 0.500 E VVS1 "GIA - N/A" $791
Emerald 0.500 H VS1 "GIA - N/A" $791
Round 0.400 D VVS1 "GIA - Good" $791
Princess 0.400 G VS2 "GIA - N/A" $792
Princess 0.410 H VVS2 "GIA - N/A" $794
Round 0.300 E SI1 "GIA - Excellent" $794
Emerald 0.520 J SI2 "GIA - N/A" $794
Round 0.320 I VS2 "GIA - Excellent" $794
Round 0.370 I SI1 "GIA - Excellent" $798
Princess 0.400 E VS2 "GIA - N/A" $798
Princess 0.400 H VVS2 "GIA - N/A" $799
Round 0.340 E VVS2 "GIA - Excellent" $800
Princess 0.400 H VS1 "GIA - N/A" $800
Princess 0.400 H VS1 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Princess 0.400 G VS2 "GIA - N/A" $800
Round 0.300 D VS2 "GIA - Excellent" $801
Princess 0.410 H VVS2 "GIA - N/A" $802
Radiant 0.470 F SI1 "GIA - N/A" $802
Cushion 0.420 J SI1 "GIA - N/A" $803
Princess 0.400 G VS1 "GIA - N/A" $804
Princess 0.520 J SI1 "GIA - N/A" $806
Round 0.440 L VS2 "GIA - Excellent" $807
Round 0.310 I VVS1 "GIA - Excellent" $807
Princess 0.400 F VS1 "GIA - N/A" $808
Emerald 0.520 H VVS1 "GIA - N/A" $808
Princess 0.400 G VS2 "GIA - N/A" $808
Princess 0.360 D VVS2 "GIA - N/A" $809
Round 0.330 D SI2 "GIA - Excellent" $810
Round 0.360 I SI1 "GIA - Excellent" $810
Princess 0.410 H VVS2 "GIA - N/A" $811
Princess 0.410 G VS2 "GIA - N/A" $812
Princess 0.410 D SI1 "GIA - N/A" $812
Princess 0.410 G VS2 "GIA - N/A" $812
Emerald 0.650 J SI1 "GIA - N/A" $812
Princess 0.400 F VS2 "GIA - N/A" $813
Princess 0.400 F VS2 "GIA - N/A" $813
Round 0.300 E SI1 "GIA - Excellent" $813
Cushion 0.420 J SI1 "GIA - N/A" $814
Cushion 0.520 K SI2 "GIA - N/A" $814
Round 0.300 D SI2 "GIA - Excellent" $814
Princess 0.400 G VS2 "GIA - N/A" $816
Princess 0.400 G VS2 "GIA - N/A" $816
Princess 0.400 F VS1 "GIA - N/A" $817
Princess 0.400 E VS2 "GIA - N/A" $817
Round 0.300 D SI1 "GIA - Excellent" $819
Round 0.300 D SI1 "GIA - Very Good" $819
Princess 0.400 F VS2 "GIA - N/A" $822
Princess 0.400 F VS2 "GIA - N/A" $822
Round 0.400 I SI2 "GIA - Excellent" $822
Princess 0.410 G VS1 "GIA - N/A" $825
Princess 0.410 F VS2 "GIA - N/A" $825
